slug,name,skynet_score,market_cap,trading_vol_24h,volume_24h_display,volume_7d_display,all_time_volume,project_age_raw,project_founded_date,token_launch_age_raw,token_launch_date,has_website,website_url,has_github,github_url,has_twitter,twitter_url,has_discord,discord_url,has_telegram,telegram_url,ecosystems,audit_3p_count,audit_3p_records,has_certik_audit,certik_audit_count,certik_last_audit_date,certik_audit_names,certik_kyc,third_party_kyc,total_proposals,max_total_votes,major_holding_ratio,owner_holding_ratio
swft,Bridgers,82.87,$28.69M,$546.54K,,,,8 yrs 10 mos,2017-08-20,8 yrs 10 mos,2017-08-20,1,https://bridgers.ai/,0,,1,https://twitter.com/SwftCoin,0,,1,https://t.me/swfcoin,Ethereum | Bsc,0,,Yes,1,,,No,No,,,82.36%,29.86%
aura-network,Aura Network,83.10,$440.56K,$8.04K,,,,4 yrs 7 mos,2021-11-20,4 yrs 3 mos,2022-03-20,1,https://aura.network,1,https://github.com/aura-nw,1,https://twitter.com/AuraNetworkHQ,0,,1,https://t.me/AuraNetworkOfficial,Bsc,1,03/15/2023|Blocksec,No,,,,No,No,,,97.44%,0.00%
chrono-tech,Chrono.tech,82.68,$127.61K,$4.04K,,,,9 yrs 7 mos,2016-11-20,5 yrs 7 mos,2020-11-20,0,,1,https://github.com/Chrono-Tech,1,https://twitter.com/ChronotechNews,0,,1,https://t.me/chronotech,Ethereum | Bsc,1,12/20/2021|Hacken,No,,,,No,No,,,47.22%,0.00%
lcx,LCX,82.65,$23.17M,$76.59K,,,,7 yrs 3 mos,2019-03-20,7 yrs 3 mos,2019-03-20,0,,0,,1,https://twitter.com/lcx,0,,1,https://t.me/JoinLCX,Ethereum,0,,Yes,2,12/31/2021,DGMV RVW Token LCX,No,No,,,69.79%,0.00%
kamino-finance,Kamino Finance,82.58,$91.29M,$5.24M,,,,2 yrs 7 mos,2023-11-20,0 yrs 0 mos,2026-06-20,1,https://app.kamino.finance/,1,https://github.com/Kamino-Finance,1,https://x.com/kamino,0,,0,,Solana,2,02/21/2025|Certora; 10/13/2023|OtterSec,No,,,,No,No,,,,
ix-swap,IX Swap,82.59,$10.53M,$259.07K,,,,5 yrs 0 mos,2021-06-20,4 yrs 9 mos,2021-09-20,1,https://ixswap.io/,1,https://github.com/IXS-Finance,1,https://twitter.com/IxSwap,0,,1,https://t.me/ixswapofficial,Ethereum,0,,Yes,1,,,No,No,,,38.62%,0.00%
impossible-finance,Impossible Finance,82.53,$3.91M,$1.75K,,,,5 yrs 4 mos,2021-02-20,5 yrs 1 mos,2021-05-20,1,https://impossible.finance/,1,https://github.com/ImpossibleFinance/,1,https://x.com/impossiblefi,0,,1,https://t.me/ImpossibleFinance,Ethereum | Bsc,1,12/10/2021|Blocksec,No,,,,No,No,,,82.28%,0.00%
kuma,Kuma,82.42,$1.46M,$263.90K,,,,0 yrs 6 mos,2025-12-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/idexio,0,,0,,,0,,No,,,,No,No,,,22.55%,0.00%
energi,Energi,82.42,$1.10M,$102.51K,$0,$0,$599.92M,8 yrs 11 mos,2017-07-20,5 yrs 8 mos,2020-10-20,0,,1,https://github.com/energicryptocurrency,1,https://twitter.com/energi,1,https://discord.com/invite/sCtgNC3,0,,,0,,No,,,,No,No,,,68.28%,0.00%
outer-ring,Outer Ring,82.83,$38.58K,$72.20K,,,,4 yrs 6 mos,2021-12-20,4 yrs 3 mos,2022-03-20,1,https://outerringmmo.com/,1,https://github.com/OuterRingMMO/outerring-token-contracts,1,https://twitter.com/OuterRingMMO,0,,0,,Bsc,0,,Yes,1,,,No,No,,,10.16%,0.00%
cipher,Cipher,82.26,$214.97K,$146.79K,,,,8 yrs 2 mos,2018-04-20,4 yrs 6 mos,2021-12-20,1,https://cipher.com.co/,1,https://github.com/cphertech,1,https://x.com/ciphertoken,0,,1,https://t.me/ciphercpr,Polygon,0,,Yes,1,11/13/2023,Cipher - audit,No,No,,,62.39%,0.00%
izumi-finance,Izumi Finance,82.13,$1.08M,$4.38K,"$123,408.00","$624,033.00",$4.31B,5 yrs 0 mos,2021-06-20,4 yrs 9 mos,2021-09-20,1,https://izumi.finance/home,1,https://github.com/IzumiFinance,1,https://twitter.com/izumi_Finance,0,,1,https://t.me/izumifinance,,0,,Yes,1,,,No,No,6,77K,98.81%,86.67%
algebra,Algebra,82.57,,$10.43,,,,4 yrs 8 mos,2021-10-20,4 yrs 7 mos,2021-11-20,1,https://algebra.finance,1,https://github.com/cryptoalgebra,1,https://twitter.com/CryptoAlgebra,0,,0,,Polygon,2,06/25/2025|MixBytes; 07/29/2022|Abdk,No,,,,No,No,,,91.44%,0.19%
kromatika,Kromatika,82.51,$267.44K,$28.20,,,,4 yrs 8 mos,2021-10-20,4 yrs 7 mos,2021-11-20,1,https://kromatika.finance,1,https://github.com/Kromatika-Finance,1,https://twitter.com/KromatikaFi,1,https://discord.com/invite/5Yd7PrRx9y,1,https://t.me/kromatika_finance,Ethereum | Arbitrum,0,,Yes,1,,,No,No,,,35.44%,0.00%
sushiswap,Sushiswap,81.76,$50.24M,$9.47M,,,,5 yrs 9 mos,2020-09-20,5 yrs 9 mos,2020-09-20,1,https://sushi.com/,1,https://github.com/sushiswap,1,https://twitter.com/sushiswap,0,,0,,Ethereum | Oktc,0,,Yes,1,,,No,No,,,30.41%,0.00%
avantis,Avantis,81.68,$35.09M,$19.19M,,,,1 yrs 1 mos,2025-05-20,1 yrs 1 mos,2025-05-20,1,https://www.avantisfi.com/,0,,1,https://x.com/avantisfi,0,,0,,Base,0,,No,,,,No,No,,,72.22%,0.01%
myx-finance,MYX Finance,81.63,$45.24M,$37.67M,,,,1 yrs 1 mos,2025-05-20,1 yrs 1 mos,2025-05-20,1,https://myx.finance/,0,,1,https://twitter.com/MYX_Finance,0,,1,https://t.me/MYX_Finance,Arbitrum,0,,No,,,,No,No,,,93.58%,0.00%
smardex,SmarDex,81.41,$7.47M,$244.69K,,,,3 yrs 3 mos,2023-03-20,3 yrs 3 mos,2023-03-20,1,https://smardex.io/,1,https://github.com/SmarDex-Ecosystem,1,https://twitter.com/SmarDex,0,,0,,Bsc | Ethereum,1,04/01/2023|Trailofbits,No,,,,No,No,,,16.95%,0.00%
allianceblock,Nexera AllianceBlock,81.32,$1.74M,$32.28K,,,,6 yrs 9 mos,2019-09-20,5 yrs 9 mos,2020-09-20,1,https://allianceblock.io/,1,https://github.com/Stichting-AllianceBlock-Foundation,1,https://twitter.com/allianceblock,0,,1,https://t.me/allianceblock,Avalanche | Polygon,0,,Yes,1,,,No,No,,,99.96%,0.00%
baby-doge-coin,Baby Doge,81.18,$57.55M,$4.04M,"$37,181.00","$161,243.00",$730.58M,5 yrs 0 mos,2021-06-20,5 yrs 0 mos,2021-06-20,1,https://babydoge.com/,0,,1,https://x.com/BabyDoge,0,,0,,Bsc | Ethereum,0,,Yes,4,,,No,No,,,0.00%,0.00%
shadow-exchange,Shadow Exchange,81.00,$184.55K,$10.88K,"$813,067.00",$4.42M,$13.13B,1 yrs 8 mos,2024-10-20,0 yrs 0 mos,2026-06-20,1,https://www.shadow.so/,1,https://github.com/Shadow-Exchange,1,https://x.com/ShadowOnSonic,1,https://discord.com/invite/shadowexchange,0,,Fantom,1,12/28/2024|Cantina,No,,,,No,No,,,,
turbos-finance,Turbos Finance,81.15,$557.56K,$19.06K,$6.7M,$38.06M,$10.28B,3 yrs 7 mos,2022-11-20,3 yrs 1 mos,2023-05-20,1,https://turbos.finance/,1,https://github.com/turbos-finance,1,https://x.com/Turbos_finance,0,,1,https://t.me/TurbosFinance,Sui,0,,Yes,1,,,No,No,,,,
wrapped-nxm,Wrapped NXM,81.15,$19.30M,$147.49K,,,,6 yrs 7 mos,2019-11-20,5 yrs 11 mos,2020-07-20,1,https://nexusmutual.io,1,https://github.com/NexusMutual,1,https://twitter.com/NexusMutual,0,,0,,Ethereum,0,,No,,,,No,No,,,71.79%,0.00%
thena,Thena,81.43,$8.31M,$3.16M,"$11,795.00","$92,023.00",$3.29B,3 yrs 8 mos,2022-10-20,3 yrs 6 mos,2022-12-20,1,https://thena.fi,1,https://github.com/ThenafiBNB/THENA-Contracts,1,https://twitter.com/ThenaFi,0,,1,https://t.me/Thena_Fi,Bsc,1,03/25/2023|Peckshield,No,,,,No,No,,,63.89%,0.00%
sunswap,SunSwap,81.00,$328.50M,$59.85M,,,,4 yrs 6 mos,2021-12-20,0 yrs 0 mos,2026-06-20,1,https://www.sunswap.com/#/home,1,https://github.com/sunswapteam,1,https://twitter.com/OfficialSUNio,0,,0,,Tron,1,10/17/2022|Cracken,No,,,,No,No,,,10.38%,0.00%
dohrnii,Dohrnii,80.92,$58.17M,$273.31K,,,,5 yrs 9 mos,2020-09-20,4 yrs 4 mos,2022-02-20,1,https://dohrnii.io,1,https://github.com/SayNode,1,https://twitter.com/Dohrnii_io,0,,1,https://t.me/Dohrnii_Community,Ethereum,0,,No,,,,No,No,,,44.43%,0.00%
kanga-exchange,Kanga Exchange,80.78,,$42.88K,,,,6 yrs 7 mos,2019-11-20,6 yrs 7 mos,2019-11-20,1,https://kanga.exchange/,0,,1,https://twitter.com/KangaExchange,0,,1,https://t.me/KangaExchangeChat,Ethereum,0,,Yes,1,,,No,No,,,93.76%,0.00%
goldpesa,GoldPesa,80.75,,,,,,4 yrs 9 mos,2021-09-20,3 yrs 1 mos,2023-05-20,1,https://www.goldpesa.com/,1,https://github.com/GoldPesa/goldpesa-core,1,https://twitter.com/Goldpesatoken,0,,1,https://t.me/GoldPesaOfficial,Ethereum | Polygon,0,,Yes,1,12/15/2023,GoldPesa.com GoldPesa - GPM&amp;GLP,No,No,,,100.00%,0.00%
chex-token,Chintai,80.65,$15.72M,$217.19K,,,,4 yrs 3 mos,2022-03-20,4 yrs 3 mos,2022-03-20,1,https://chintai.io,0,,1,https://twitter.com/chintainetwork,0,,1,https://t.me/ChintaiNetwork,Ethereum,0,,No,,,,No,No,,,63.90%,0.00%
dextools,DEXTools,80.24,$8.28M,$388.09K,,,,4 yrs 11 mos,2021-07-20,4 yrs 11 mos,2021-07-20,1,https://www.dextools.io,0,,1,https://twitter.com/DEXToolsApp,0,,1,https://t.me/DEXToolsCommunity,Ethereum,0,,No,,,,No,No,,,23.12%,0.00%
rss3,RSS3,80.77,$6.52M,$1.12M,,,,5 yrs 2 mos,2021-04-20,4 yrs 4 mos,2022-02-20,1,https://rss3.io,1,https://github.com/NaturalSelectionLabs,1,https://twitter.com/rss3_,0,,1,https://t.me/rss3_en,Ethereum,0,,No,,,,No,No,,,86.19%,0.00%
bscs,BSCS,80.43,$85.28K,$5.11K,,,,5 yrs 2 mos,2021-04-20,5 yrs 2 mos,2021-04-20,1,https://bscs.finance/,0,,1,https://twitter.com/BSCS_Global,0,,1,https://t.me/bscstation,Bsc,0,,Yes,2,,,No,No,,,56.70%,0.00%
dingocoin,Dingocoin,79.92,$2.95M,$180.33K,,,,5 yrs 2 mos,2021-04-20,4 yrs 11 mos,2021-07-20,1,https://dingocoin.org,1,https://github.com/dingocoin,1,https://twitter.com/dingocoincrypto,0,,0,,,0,,No,,,,No,No,,,42.92%,0.00%
magic-token,MAGIC,79.70,$14.93M,$3.69M,,,,4 yrs 9 mos,2021-09-20,4 yrs 9 mos,2021-09-20,1,https://www.treasure.lol,1,https://github.com/TreasureProject,1,https://twitter.com/treasure_nft,1,https://discord.com/invite/treasuredao,0,,Ethereum | Arbitrum,0,,No,,,,No,No,,,29.40%,0.00%
gnosis-gno,Gnosis,79.58,$275.81M,$3.13M,,,,9 yrs 2 mos,2017-04-20,9 yrs 2 mos,2017-04-20,1,https://gnosis.io,1,https://github.com/gnosis,1,https://twitter.com/gnosisdao,0,,0,,Gnosis-gno,0,,No,,,,No,No,,,65.72%,0.00%
fox-token,Shapeshift FOX Token,79.36,$3.35M,$111.07K,,,,7 yrs 2 mos,2019-04-20,7 yrs 2 mos,2019-04-20,1,https://shapeshift.com,1,https://github.com/shapeshift,1,https://twitter.com/ShapeShift,0,,1,https://t.me/shapeshiftofficial,Ethereum,0,,No,,,,No,No,,,67.21%,0.00%
saros-finance,Saros Finance,79.55,$1.41M,$1.98M,$126.00,"$3,448.00",$885.87M,2 yrs 5 mos,2024-01-20,0 yrs 0 mos,2026-06-20,1,https://www.saros.xyz/,0,,1,https://x.com/saros_xyz,0,,1,https://t.me/SarosFinance,Solana,0,,No,,,,No,No,,,,
raydium,Raydium,79.52,$157.76M,$14.22M,$139.6M,$804.49M,$715.47B,5 yrs 4 mos,2021-02-20,5 yrs 3 mos,2021-03-20,1,https://raydium.io,1,https://github.com/raydium-io,1,https://twitter.com/RaydiumProtocol,1,https://discord.com/invite/raydium,0,,Solana,5,10/06/2023|Mad Shield; 12/30/2022|OtterSec; 06/20/2022|OtterSec; 02/16/2022|OtterSec; 05/11/2021|Kudelski,No,,,,No,No,,,76.36%,0.00%
bazaars,Bazaars,79.25,$347.67K,$752.01K,,,,4 yrs 2 mos,2022-04-20,4 yrs 2 mos,2022-04-20,1,https://bazaars.app,1,https://github.com/BazaarsBZR,1,https://twitter.com/BazaarsBzr,1,https://discord.com/invite/bazaars-bzr-979586323688087552,0,,Ethereum,1,04/19/2022|Cyberscope,No,,,,No,No,,,0.30%,0.00%
positionexchange,Position Exchange,78.16,$151.95K,$1.22K,,,,4 yrs 11 mos,2021-07-20,4 yrs 10 mos,2021-08-20,1,https://position.exchange/,1,https://github.com/PositionExchange,1,https://twitter.com/PositionEx,1,https://discord.com/invite/FyBUQhxyV2,1,https://t.me/PositionExchange,Bsc,0,,Yes,2,,,No,No,,,13.74%,0.00%
vooi,Vooi,79.00,$1.64M,$600.24K,,,,2 yrs 11 mos,2023-07-20,0 yrs 7 mos,2025-11-20,1,https://vooi.io/,1,https://github.com/vooi-app,1,https://twitter.com/vooi_io,0,,0,,Linea,0,,No,,,,No,No,,,85.08%,27.29%
mux-protocol,MUX Protocol,78.95,$7.90M,$542.14,,,,5 yrs 11 mos,2020-07-20,5 yrs 11 mos,2020-07-20,1,https://mux.network/,1,https://github.com/mux-world/mux-protocol,1,https://twitter.com/muxprotocol,0,,1,https://t.me/muxprotocol,Ethereum | Arbitrum,0,,Yes,1,,,No,No,,,81.87%,0.00%
iris-network,IRIS Network,78.92,$573.81K,$512.69,,,,8 yrs 7 mos,2017-11-20,4 yrs 9 mos,2021-09-20,1,https://www.irisnet.org/en/,1,https://github.com/irisnet/irishub,1,https://twitter.com/irisnetwork,0,,1,https://t.me/irisnetwork,Ethereum | Polygon,0,,Yes,2,,,No,No,,,100.00%,0.00%
ichi,Ichi,77.70,$859.42K,$129.02,,,,5 yrs 7 mos,2020-11-20,4 yrs 4 mos,2022-02-20,1,https://www.ichi.org/,1,https://github.com/ichifarm,1,https://twitter.com/ichifarm,1,https://discord.com/invite/cxPGjGTy8V,1,https://t.me/ichifarm,Polkadot | Ethereum,0,,Yes,3,11/30/2021,"ichi-v2 ichi-vault ichi <path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M12 2C6.47671 2 2 6.58975 2 12.2525C2 16.7804 4.86575 20.623 8.83836 21.9825C9.33699 22.078 9.52329 21.7578 9.52329 21.4882C9.52329 21.241 9.51233 20.4376 9.51233 19.5781C6.72877 20.1961 6.14247 18.3703 6.14247 18.3703C5.68767 17.1849 5.03014 16.8703 5.03014 16.8703C4.12055 16.2355 5.09589 16.2468 5.09589 16.2468C6.09863 16.3198 6.63014 17.3029 6.63014 17.3029C7.52329 18.8703 8.96986 18.4152 9.53973 18.1568C9.6274 17.4939 9.89041 17.0445 10.1753 16.7861C7.95616 16.5276 5.61644 15.6456 5.61644 11.7188C5.61644 10.6009 6.00548 9.68516 6.64658 8.96608C6.54247 8.70766 6.20274 7.66275 6.74521 6.25268C6.74521 6.25268 7.58356 5.97741 9.49589 7.30321C10.2959 7.0785 11.1507 6.96052 12 6.96052C12.8493 6.96614 13.7041 7.0785 14.5041 7.30321C16.411 5.97741 17.2493 6.25268 17.2493 6.25268C17.7918 7.66275 17.4521 8.70766 17.3479 8.96608C17.989 9.68516 18.3781 10.6009 18.3781 11.7188C18.3781 15.6569 16.0384 16.522 13.8137 16.7748C14.1699 17.095 14.4932 17.7186 14.4932 18.6736C14.",No,No,,,60.11%,0.00%
beethoven-x,Beets,78.94,$312.32K,$1.57K,,,,4 yrs 9 mos,2021-09-20,0 yrs 0 mos,2026-06-20,1,https://beets.fi/,1,https://github.com/beethovenxfi/,1,https://x.com/beets_fi,0,,0,,Fantom,1,01/16/2025|Trailofbits,Yes,1,,,No,No,,,,
tradetide-ai,Tradetide AI,79.16,$102.71K,$56.36K,,,,0 yrs 6 mos,2025-12-20,0 yrs 6 mos,2025-12-20,0,,0,,1,https://x.com/tradetideAI_,0,,0,,,1,07/28/2025|Beosin,No,,,,No,No,,,85.48%,0.00%
polkamarkets,Polkamarkets,78.53,$281.54K,$1.73K,,,,5 yrs 4 mos,2021-02-20,5 yrs 3 mos,2021-03-20,1,https://www.polkamarkets.com,1,https://github.com/Polkamarkets,1,https://x.com/polkamarkets,0,,1,https://t.me/polkamarkets,Polkadot | Ethereum,0,,Yes,1,,,No,No,,,55.22%,0.00%
verse,Verse,78.48,$1.02M,$34.86K,,,,11 yrs 9 mos,2014-09-20,0 yrs 0 mos,2026-06-20,1,https://verse.bitcoin.com/,1,https://github.com/bitcoin-portal/bitcoincom-solidity-swap,1,https://twitter.com/bitcoincom,1,https://discord.com/invite/Y9ueDt24RY,1,https://t.me/GetVerse,Ethereum | Polygon,1,05/27/2022|OpenZeppelin,No,,,,No,No,,,94.15%,0.00%
chainflip,Chainflip,78.48,$25.28M,$143.72K,,,,5 yrs 7 mos,2020-11-20,2 yrs 8 mos,2023-10-20,1,https://chainflip.io/,1,https://github.com/chainflip-io,1,https://twitter.com/chainflip,1,https://discord.com/invite/chainflip-community,0,,,0,,No,,,,No,No,,,80.83%,0.00%
evergrow,EverGrow,79.07,,$4.69K,,,,4 yrs 9 mos,2021-09-20,4 yrs 9 mos,2021-09-20,1,https://evergrowegc.com/,1,https://github.com/Evergrowcoin/,1,https://twitter.com/evergrowcoinEGC,0,,1,https://t.me/evergrowcoin,Bsc,0,,Yes,2,,,No,No,,,34.30%,0.22%
purefi-protocol,PureFi Protocol,78.63,$212.98K,$3.05K,,,,4 yrs 12 mos,2021-06-20,4 yrs 10 mos,2021-08-20,1,https://purefi.io,1,https://github.com/purefiprotocol,1,https://twitter.com/Purefi_Protocol,0,,0,,Ethereum,1,10/11/2021|Hacken,No,,,,No,No,,,37.53%,0.00%
six,SIX,78.32,$5.32M,$195.47K,,,,5 yrs 3 mos,2021-03-20,5 yrs 3 mos,2021-03-20,1,https://six.network,1,https://github.com/thesixnetwork,1,https://twitter.com/theSIXnetwork,0,,1,https://t.me/SIXnetwork,,1,07/01/2023|Arcadia,No,,,,No,No,,,46.65%,0.00%
bakeryswap,BakerySwap,78.19,$193.97K,$293.67K,,,,5 yrs 9 mos,2020-09-20,5 yrs 9 mos,2020-09-20,1,https://www.bakeryswap.org/,1,https://github.com/BakeryProject,1,https://twitter.com/bakery_swap,0,,1,https://t.me/bakeryswap,Bsc,0,,Yes,1,,,No,No,,,22.10%,0.21%
hydranet,Hydranet,78.17,$6.83M,$117.27K,,,,4 yrs 3 mos,2022-03-20,4 yrs 3 mos,2022-03-20,1,https://hydranet.ai,0,,1,https://twitter.com/TheHydranet,0,,1,https://t.me/hydranetofficial,Arbitrum,1,07/03/2023|SourceHat,No,,,,No,No,,,,
bim-finance,BIM Finance,77.95,$32.69M,$151.53K,,,,3 yrs 9 mos,2022-09-20,3 yrs 9 mos,2022-09-20,1,https://bim.finance/,0,,1,https://x.com/BIM_Finance,0,,0,,Base,1,10/18/2023|Cyberscope,No,,,,No,Yes,,,96.75%,0.00%
symbiosis-finance,Symbiosis Finance,77.93,$2.18M,$2.65M,,,,5 yrs 1 mos,2021-05-20,4 yrs 7 mos,2021-11-20,1,https://symbiosis.finance,1,https://github.com/symbiosis-finance,1,https://twitter.com/symbiosis_fi,0,,1,https://t.me/symbiosis_finance,Ethereum,0,,No,,,,No,No,,,56.93%,0.00%
xy-finance,XY Finance,77.91,,,,,,4 yrs 12 mos,2021-06-20,4 yrs 6 mos,2021-12-20,1,https://xy.finance,1,https://github.com/XY-Finance,1,https://twitter.com/xyfinance,0,,1,https://t.me/xyfinance,Ethereum,1,01/26/2022|Blocksec,No,,,,No,No,,,98.03%,0.00%
bidz,BIDZ,77.81,$2.49M,$1.13K,,,,2 yrs 4 mos,2024-02-20,2 yrs 4 mos,2024-02-20,1,https://bidz.store/index.html,0,,1,https://twitter.com/bidzcoin,0,,1,https://t.me/bidzcoinofficial,Bsc,0,,Yes,1,,,No,No,,,8.82%,0.00%
mdextech,Mdex,77.73,$152.93K,$1.58K,$1.00,$13.00,$4.25B,5 yrs 5 mos,2021-01-20,5 yrs 2 mos,2021-04-20,1,https://mdex.com/#/,1,https://github.com/mdexSwap,1,https://twitter.com/Mdexswap,0,,1,https://t.me/MixDex,Bsc,0,,Yes,1,,,No,No,,,55.24%,0.00%
babyswap,BabySwap,76.70,$114.15K,$13.90K,"$41,183.00","$200,138.00",$25.41B,5 yrs 1 mos,2021-05-20,5 yrs 0 mos,2021-06-20,1,https://home.babyswap.finance/,0,,1,https://x.com/babyswap_bsc,0,,1,https://t.me/baby_swap,Bsc,0,,Yes,12,,,No,No,,,34.31%,2.86%
wingriders,WingRiders,77.63,$326.17K,$281.43,"$196,601.00",$1.58M,$471.41M,4 yrs 7 mos,2021-11-20,0 yrs 0 mos,2026-06-20,1,https://www.wingriders.com/,1,https://github.com/WingRiders,1,https://twitter.com/wingriderscom,0,,0,,Cardano,0,,Yes,2,,,No,No,,,,
paradex,Paradex,77.62,,$174.90,"$3,211.00","$61,276.00",$17.43M,3 yrs 0 mos,2023-06-20,0 yrs 0 mos,2026-06-20,1,https://www.paradex.trade/,1,https://github.com/tradeparadex,1,https://twitter.com/paradex,1,https://discord.com/invite/paradex,1,https://t.me/paradex,,0,,No,,,,No,No,,,96.43%,0.00%
trade-strike,StrikeX,77.55,$21.55M,$108.16K,,,,4 yrs 8 mos,2021-10-20,4 yrs 8 mos,2021-10-20,1,https://strikex.com/,0,,1,https://twitter.com/tradestrikebvi,0,,1,https://t.me/StrikeXcrypto,,0,,Yes,1,,,No,No,,,23.52%,0.00%
ekubo-protocol,Ekubo Protocol,77.47,$5.10M,$2.70K,$25.18M,$180.27M,$60.88B,3 yrs 0 mos,2023-06-20,0 yrs 0 mos,2026-06-20,1,https://ekubo.org/,1,https://github.com/EkuboProtocol,1,https://x.com/EkuboProtocol,0,,1,https://t.me/Ekubo_Protocol,Starknet | Sectors | DeFi | Exchange | Socials,6,04/01/2025|Abdk; 03/17/2025|Plainshift; 02/14/2025|Plainshift; 01/22/2025|Cairo Security Clan; 09/02/2024|Nethermind; 04/04/2024|,No,,,,No,No,,,99.60%,0.00%
defichain,DeFiChain,77.57,$564.92K,$6.64K,"$1,271.00","$368,917.00",$2.39B,6 yrs 6 mos,2019-12-20,5 yrs 4 mos,2021-02-20,1,https://defichain.com/,1,https://github.com/DeFiCh,1,https://twitter.com/defichain,0,,1,https://t.me/defiblockchain,Ethereum | Bsc,0,,Yes,1,,,No,No,,,40.28%,0.00%
definity,DeFinity,77.47,$1.18M,$58.46K,,,,5 yrs 0 mos,2021-06-20,5 yrs 0 mos,2021-06-20,1,https://www.definitymarkets.com/,1,https://github.com/DeFinityNetwork,1,https://twitter.com/definitynetwork,0,,1,https://t.me/DeFinity_Community,Ethereum,0,,No,,,,No,No,,,92.55%,81.01%
tethereum,TETHEREUM,78.03,,$82.87,,,,5 yrs 0 mos,2021-06-20,3 yrs 11 mos,2022-07-20,0,,1,https://github.com/tethereumtoken/,1,https://twitter.com/tethereumtoken,0,,1,https://t.me/tethereumtoken,Bsc,1,01/07/2024|Cyberscope,No,,,,No,No,,,23.98%,0.00%
spookyswap,SpookySwap,77.40,$98.88K,$0.00,"$5,057.00","$104,911.00",$66.47B,5 yrs 3 mos,2021-03-20,4 yrs 9 mos,2021-09-20,1,https://spookyswap.finance/,1,https://github.com/SpookySwap,1,https://twitter.com/spookyswap,1,https://discord.com/invite/weXbvPAH4Q,0,,Fantom,0,,Yes,2,,,No,No,97,4M,0.00%,0.00%
ant-fun,ANT.FUN,77.34,$50.22M,$67.61K,,,,1 yrs 4 mos,2025-02-20,0 yrs 0 mos,2026-06-20,1,https://ant.fun/login,0,,1,https://x.com/ant_fun_trade,0,,1,https://t.me/antfun,Bsc | Solana,0,,Yes,1,,,No,No,,,73.02%,0.00%
pangolin,Pangolin,76.99,$4.87M,$429.88K,$1.93M,$15.33M,$19.13B,5 yrs 6 mos,2020-12-20,5 yrs 4 mos,2021-02-20,1,https://app.pangolin.exchange,1,https://github.com/pangolindex,1,https://twitter.com/pangolindex,0,,1,https://t.me/pangolindexV2,Avalanche,0,,No,,,,No,No,42,657K,90.17%,0.00%
infinity-angel,Infinity Games,77.38,$52.11K,$8.73K,,,,3 yrs 9 mos,2022-09-20,3 yrs 9 mos,2022-09-20,0,,0,,1,https://twitter.com/InfinityGamesio,0,,0,,Bsc,0,,Yes,1,,,No,No,,,35.30%,0.00%
wfca,WFCA,76.90,$1.63M,$48.86K,,,,3 yrs 9 mos,2022-09-20,3 yrs 9 mos,2022-09-20,1,https://www.wfca.io,0,,1,https://twitter.com/wfca_global,0,,0,,Ethereum,0,,Yes,1,,,No,No,,,,
xcad-network,XCAD Network,76.87,$22.31K,$1.33K,,,,5 yrs 1 mos,2021-05-20,5 yrs 1 mos,2021-05-20,1,https://xcadnetwork.com/,0,,1,https://x.com/XcademyOfficial,0,,1,https://t.me/xcademy,Ethereum | Polygon,0,,Yes,2,,,No,No,,,75.10%,0.00%
lattice-token,Lattice Token,76.71,$301.28K,$21.94K,,,,6 yrs 6 mos,2019-12-20,5 yrs 7 mos,2020-11-20,1,https://lattice.exchange,1,https://github.com/StardustCollective,1,https://twitter.com/LatticeExchange,0,,1,https://t.me/Lattice_exchange,Ethereum,0,,No,,,,No,No,,,82.62%,0.00%
fulcrom,Fulcrom,76.81,$15.21M,$4.11K,"$329,015.00",$2.41M,$843.17M,3 yrs 6 mos,2022-12-20,0 yrs 0 mos,2026-06-20,1,https://fulcrom.finance,0,,1,https://x.com/FulcromFinance,0,,1,https://t.me/FulcromFinance,Cronos,0,,No,,,,No,No,,,,
megaton-finance,Megaton Finance,76.80,,,$0,$0,$57.9M,3 yrs 8 mos,2022-10-20,0 yrs 0 mos,2026-06-20,1,https://megaton.fi/,0,,1,https://twitter.com/Megaton_Fi,0,,1,https://t.me/MegatonFinanceOfficial,Ton,0,,Yes,1,,,No,No,,,,
goodcryptox,goodcryptoX,76.74,$98.27K,$2.13K,,,,7 yrs 1 mos,2019-05-20,0 yrs 0 mos,2026-06-20,1,https://goodcrypto.app/x/,0,,1,https://x.com/GoodCryptoApp,0,,1,https://t.me/goodcrypto,Arbitrum | Base,0,,Yes,,,,No,No,,,,
nomiswap,NomiSwap,75.17,$534.56K,$1.61K,,,,8 yrs 3 mos,2018-03-20,5 yrs 3 mos,2021-03-20,1,https://nomiswap.io/,1,https://github.com/nominex/nomiswap-periphery-contracts/blob/master/contracts/NomiswapRouter.sol,1,https://twitter.com/Nomiswap,0,,1,https://t.me/nomi_swap,Arbitrum | Avalanche,0,,Yes,1,,,No,No,,,27.07%,0.00%
volt-inu,Volt Inu,76.45,$2.17M,$30.97K,,,,4 yrs 2 mos,2022-04-20,4 yrs 2 mos,2022-04-20,0,,0,,1,https://twitter.com/VoltInuOfficial,0,,0,,Bsc | Ethereum,0,,Yes,2,,,No,No,,,6.32%,0.00%
